"text","hashtags","sentiment","sentiment_label"
"took days corona lower everyones standards time coming ","","0","neutral"
"corona took ur jobs yall worried mexicans","","0","neutral"
"corona virus meet wall fire holy spirit power mercy god fights weak protect africa jesus name amen ","","-0.375","negative"
"keep thinking started w cases ","","0","neutral"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","","-0.30000000000000004","negative"
"first name corona surname virus nickname covid age nationality china next kin hanta virus hobby traveling spreading favorite food lungs amp kidneys favorite country italy dislikes alcohol relative ebola","","0.125","neutral"
"supply countries another propaganda ploy trying present saviors amp model success fighting s big lie originate ","China TestKits CCP Communists","-0.1125","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"listen treatment incurable diseases satsang full guru corona virus cure till satsang saint rampal ji maharaj get solid treatment epidemic ","Benefits_Of_Satsang","-0.07500000000000001","neutral"
"nhs medics must wear full ppe gear within ft corona patient via","","0.35","positive"
"rs wisma atlet rawat pasien positif corona","","0","neutral"
"everyone need bit hope grandad arriving back home beating corona virus done like true trooper nice back","","0","neutral"
"treat indias poor citizens dignity nobel laureate abhijit banerjees message watch full interview thoughts social costs corona virus ","","-0.025000000000000022","neutral"
"corona got bored bored","","-0.5","negative"
"corona suck dick bitch ","","0","neutral"
"st april get hear lol corona virus thing april fool","","0.8","positive"
"educating gotti koya people corona virus helping monthly food items daily wage labour ","","0","neutral"
"prizes guessing n t done airports disinfect brought india","Covid_19","0","neutral"
"possible issue comes going drive jesus ","","0","neutral"
"handling state better epidemics rt likes yogi adityanath udhdhav","Corona","0.5","positive"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"_limo first stop people giving birth living getting ill eating dying lockdown everything corona disappears face earth","","-0.125","neutral"
"country really hates underprivileged n t come give proof happened everybody migrant workers labourers ","","0.2","positive"
"fortnight ago johnson mocked scottish nhs saying completely unprepared corona virus today corona virus deaths scotland running less half rate englands boris corona virus karma ","","0.1","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"thought corona","","0","neutral"
"earth sure n t done airports coronavirus came quarantine centres ","","0.5","positive"
"stupid cow said boris co negligent getting corona nasty sour faced idiot","","-0.5766666666666665","negative"
"_leo corona dangerous unknown","","-0.35","negative"
"us dealing corona thank khan sahab best ","","1","positive"
"video youtube channel funny cc go watch also link bio india","corona corona coronamemes watch laugh","0.275","positive"
"definitely current time need need better leadership ","NitishMustQuit","0.16666666666666666","positive"
"everyone need bit hope grandad arriving back home beating corona virus done like true trooper nice back","","0","neutral"
"fact supposed see frank ocean travis scott weeks still hurts fck b tch named corona","","0","neutral"
" kill coronavirus infection may may disinfect skin washing hands soap demeaning humans public health devoid ethics ","","0","neutral"
"earth sure n t done airports coronavirus came quarantine centres ","","0.5","positive"
"ps people going house house abuja pretending ncdc officials asking conduct corona virus test dont let theyre dangerous people rt","","0","neutral"
"unbelievable chemical sprayed poor people bareilly procedure medical guideline ritual bath videographed cops ","","-0.325","negative"
"clearly s way many people playing right dial up def looked like footage horror film end","warzone","0.319047619047619","positive"
" corona non jews goyims laugh s nauseating ","COVID","0.15","positive"
"elderly people vulnerable corona many jails decided release prisoners amidst outbreak sant shri asaram bapu ji enough evidences prove framed fake case conspiracy ","","0.16666666666666666","positive"
"sant shri asharamji bapu always show right path society satsang implementing ground level recent example s necessary","ParentsWorshipDay ReleaseAsharamjiBapuOnParole","0.05714285714285714","neutral"
"india tackled corona virus","","0","neutral"
"_fer_ kitcwouldvyou need make corona use alot nanopore machines east africa thanks repurposed supplement kits ","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"ways corona spread strange single person got infected kanika kapoor people coming contact late mr ragi tested corona positive ","","-0.007142857142857145","neutral"
"kana oomf would make much sense together corona e hele pele","","0.2","positive"
" rampur guy calls corona helpline asks samosas repeatedly despite warnings doesnt stop arre samosa bhejo bhai rampur dm gets samosas delivered guy also orders clean drain punishment cc ","","0","neutral"
"gtbank n t donate pledge fight corona walked talk ","","0","neutral"
"another depository corona domain data this repository contains data related coronavirus amp covid based domains identified swimlane s deepdive research team ","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"life corona virus ","","0","neutral"
"low iq media resorting sensationalism create panic chemical solution disinfectant spray measure used widely across world prevent reduce imported cases hope takes action journalist ","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"clear way kill corona virus together simply avoiding together ironic way dont take lightly social distancing social responsibility stay safe rasha kelej ceo merck foundation","","0.08250000000000002","neutral"
"homeopathic doctor think homeopathic medicine stanum help corona positive","","0.22727272727272727","positive"
"yrs old saint devoted entire life service hinduism awarded life sentence even denied bail yrs considering age services view corona outbreak ","","0.05","neutral"
"happy doctors every honorable doctors salute working bravely selflessly performing jobs responsibilities","Corona","0.8","positive"
"dont touch letter boris corona remember","","0","neutral"
"overall management covid centre state govts stand totally expose deaths caused messy lockdown exceeds deaths caused corona virus seem heading direction ","","-0.06666666666666667","neutral"
"spraying migrant labourers disinfectants animals spray disinfectant passengers airlifted various countries fucking morality","","0","neutral"
"_india pls pls help us north bengal always neglected subsequent w b ","Corona lockdown Covid_19","0","neutral"
"turns gennys along im telling coz im big handle","","0","neutral"
"int l financial institutions considering debt write poor corona infected countries laudable however financial relief must linked money spent solely health fighting pandemic social protection diverted budgetary support guns tanks ","","0.033333333333333326","neutral"
"indian government decided anyone already prison years released seeing corona virus sant shree asharamji bapu released ","","0","neutral"
"kanika kapoor also take chemical bath ","","0","neutral"
"young rebel star contributes lakhs towards tfi s help poor film workers grand total contribution towards relief efforts cr hatsoff ","Prabhas CCC CoronaCrisisCharity","-0.15000000000000002","negative"
"_maguire sorry youre wrong much dont like bozo think need period stability aftermath corona period order take stock whats happening moment dont need yet another general election ","","-0.1875","negative"
"bye bye corona sincerely pm","","0.5","positive"
"corona brought cms together atleast twitter platform good start cooperative federalism rather begging union govt even small needs ","","0.22499999999999998","positive"
"free booklet fighting covid written compiled researched team hope helps please share ","corona covid_19","0.4","positive"
"even hue amp cry opposition pm compromised quality ppe leaders party difference proud ji ji","","0","neutral"
" s level incompetence expect government time ","NitishMustQuit","0","neutral"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","","-0.30000000000000004","negative"
"unbelievable chemical sprayed poor people bareilly procedure medical guideline ritual bath videographed cops ","","-0.325","negative"
"new ep bro s back calls amp complain movies amp games playing adam gets high amp guys talk favorite actors ","Quarantine Corona","0.08522727272727272","neutral"
"felt dumb ass put someone smarter even dangerous like haley cotton ticket future watch ","","-0.11875","neutral"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","","-0.30000000000000004","negative"
"bye bye corona sincerely pm","","0.5","positive"
"fighting corona virus world feminists bado wako tu ile vita yao focus ","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"wish blessings victims","","0.5","positive"
"rebel star contributes lakhs tfi total contribution cr fight aganist shows big heart","Prabhas CoronaCrisisCharity Prabhas","0","neutral"
"meanwhile somewhere china theyre celebrating usa reporting k cases wonder produces collective evil country ","Corona COVID2019","0","neutral"
"humanity survive corona also feeding thousands every day away cameras colleague reports ","lockdown","0","neutral"
"drinking corona cool aid","","0","neutral"
"thanks corona know following places good lunch goes bob viongozi ni waoga wa kawaida ni midomo kubwa tu wanakuanga nayo caged fearing die usa na europe also vulnerable kama wengine preacher heal one ","","0.3","positive"
"_b tweeted today per report corona graph flattened amp may enter rd stage migrant workers deliberate exodus also aimed ruining namo s reputation due controlling deadliest corona apart eroding bjp bihar amp wb elections","","0","neutral"
" ve thinking re developing digital services differently corona amp bits might change forever hypotheses provocation return revisit stage","","0","neutral"
"corona virus a k a covid surely history next generation read ","","0.25","positive"
"abi corona virus affect twitter ni video posting","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"whatever happened vow return united states longer ","POTUS","0","neutral"
"nice see positive outcome hope grandad recovers well","","0.41363636363636364","positive"
"spraying migrant labourers disinfectants animals spray disinfectant passengers airlifted various countries fucking morality","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"well said doctor gon na season ","","0","neutral"
"sant shri asharamji bapu framed false rape case pocso act victim s age found different different certificates authentic proof still jail amidst corona outbreak ","","-0.23750000000000004","negative"
"real human donated cr fight corona hats","","0.1","neutral"
"_ elderly people vulnerable corona many jails decided release prisoners amidst outbreak sant shri asaram bapu ji enough evidences prove framed fake case conspiracy ","","0","neutral"
"everyone need bit hope grandad arriving back home beating corona virus done like true trooper nice back","","0","neutral"
"christophe","","0","neutral"
"corona given time think inside amp outside box sample wonder world th country called somalia government almost two decades na hawakukufa exactly s purpose big government like ","","0","neutral"
"dey ment dear ","","0","neutral"
"whatever trump tweeting damn tv ratings today thats hard work thats ghoulish","","0.14583333333333334","neutral"
"delhi cm address digital press conference corona crisis today th march monday pm","","0","neutral"
"corona virus please stop bored","","-0.5","negative"
"facts overlooked sant shri asharamji bapu case call details girl speaking someone time said incident fir register torn fax yog vedant sewa samiti demanding ransom amount amidst corona fear want","","0","neutral"
"know tequila song yeah cleverly rewrote corona awaiting royalties ","","0.16666666666666666","positive"
"sant shri asharamji bapu worked welfare society years age years need early release account pandemic corona virus spread india asap sant shri asaramji bapu","","0.5","positive"
"low iq media resorting sensationalism create panic chemical solution disinfectant spray measure used widely across world prevent reduce imported cases hope takes action journalist ","","0","neutral"
"china exporting faulty thermometers amp masks wasnt enough man rubbing new masks feet pass possibility infection target countries still sure dont want call ","","0.06818181818181818","neutral"
"moving hometown due stranded near toll gates families sprayed sanitizer making sit road ","MigrantWorkers Covid_19 Delhi IndiaObservers 21daylockdown lockdown Delhi Corona Coronavirustruth UttarPradesh Coronaindia Covid_19","-0.012499999999999997","neutral"
"india n t need fear corona virus anymore fear","LockdownWithoutPlan","0","neutral"
"deutsche bahn thank traffic times corona virus stay strong healthy","","0.4666666666666667","positive"
"talked enforce quarantine amp social distance poor urban communities live one day time risk resilience adaptation ","","-0.057575757575757586","neutral"
"let s wash hands like thanks","UN BM Corona Korona Koronavirusfi Koronovirus WashYourHands","0.2","positive"
"bye bye corona sincerely pm","","0.5","positive"
"darling contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0","neutral"
"defeat together","Stayathome Staystrong StayHappy Corona ChineseVirus indiafightsbackcoronavirus","0","neutral"
"spirituality prevent mortality corona","ReleaseAsharamjiBapuOnParole","0","neutral"
"corona free two days ago cleared mass dept health thanks everyones thoughts prayers im everyone thats effected stay safe stay together apart much love ","","0.30000000000000004","positive"
"corona virus let s think second life god grant us another chance accept embrace love life let s waste time anymore things make happy apologize people hurt live happily ","","0.38939393939393935","positive"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"online classes privileged ask ordinary student ca n t handle corona panic network problems upcountry struggle afford internet","","-0.25","negative"
"understand urgency govt failure ","corona NistishmustQuit","-0.3166666666666667","negative"
"dear journalist chemical solution scary except journalists probably failed science class everything chemical including pure water tell us chemical ","","-0.125","neutral"
"strongly appreciate indian population idea population increase corona virus due stay home time say stay home stay use condom stay healthy ","","0.26944444444444443","positive"
"pakistanis spread disinformation exponential rate corona s ","","0","neutral"
"march est total global deaths corona virus world health organization estimates flu kills people every year total global deaths co induced global warming ","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"handling state better epidemics rt likes yogi adityanath udhdhav","Corona","0.5","positive"
"young rebel star contributes lakhs towards tfi s help poor film workers grand total contribution towards relief efforts cr hatsoff ","Prabhas CCC CoronaCrisisCharity","-0.15000000000000002","negative"
"sir agreed due corona case n t proof amp totally fake case","ReleaseAsharamjiBapuOnParole","-0.3125","negative"
"growing threat corona virus need adopt habits keeping selves especially hands face properly washed soap every hours ","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"spray returning vips nris corporate executives airports like ok migrant labour remember coronavirus brought india poor international travellers spread didnt self isolate quarantine ","","0.25","positive"
"could scrape yo elbow rn theyre going relate corona people die everyday know theyre saying normal deaths corona","","-0.2","negative"
"weepy man records bodies placed back refrigerated truck brooklyn president united states tweeting ratings corona virus pressers ","","0","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"cows get respect concern india modi yogi government kiiling migrant laborers chemical solution ","Corona","0.5","positive"
"okowa said delta n t people go business ikpeazu said abia state mentioned bible re immune udom said akwa ibom far corona re safe dunces charge dangerous dunces ","covid19 CoronaVirus","0","neutral"
"dear shri ambani due lockdown due corona crisis internet usage increased please ensure concessional schemes usage rel gio burden aam users ","","0.08333333333333333","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"beating corona important letting people roam around looking gwaais vibes ","","0.45","positive"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"good job arvind","","0.7","positive"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"sir good announcement many state government decided release prisoners seeing terrible disease like corona release sant shri asharamji bapu parole ","","0.705","positive"
"next recipient corona ","","0","neutral"
" little marco right media didnt report chinese virus impeachment failed tout coronavirus stats like ny ppl died since january amp every minutes leave fact corona ppl died everyday ny amp every minutes","","-0.10044642857142858","neutral"
"bitch corona fucking cure global warming weve talking years ","","-0.3","negative"
"didnt wan na say point ive accepted corona","","0","neutral"
" social distancing advice re hearing right n t simple behind bars crowding issues ventilation issues security issues especially senior citizens higher risk getting infected ","","-0.02023809523809525","neutral"
"taking care siblings kejriwal pressurize kerala people came road seeing delhi collector sudhir babu stopped everyone else much corona virus would spread india","","0.5","positive"
"sick guy travelled way kerala afghanistan attack gurdwara kill sikhs kabul time entire world meltdown mode fighting common enemy corona exactly wrong psychos ","","-0.7142857142857143","negative"
"everyone start tizalandila corona funeral ","","0","neutral"
" corona non jews goyims laugh s nauseating ","COVID","0.15","positive"
"respected sir need know yoga experts helpful surya naadi prevent cure corona virus change moon naadi surya naadi vise versa ","","0","neutral"
"absolutely right sir sant shri asharamji bapu years old corona virus proved dangerous old aged people rajasthan state govt immediately stay quarantine save corona virus","","-0.028571428571428574","neutral"
" social distancing advice re hearing right n t simple behind bars crowding issues ventilation issues security issues especially senior citizens higher risk getting infected ","","-0.02023809523809525","neutral"
"patanjali lot nation n corona pandemic patanjali always took stand helping nation n t ask much money unilever nestle donated answer none ","","0","neutral"
"n t go outside corona stay home","","0","neutral"
"n t care human life without consideration respect responsibility controls people flown back forth crisis areas carried around world therefore demand must ","aviation","0","neutral"
"sat saheb ji disciples saint rampal ji maharaj claim relieve world sorts diseases like cancer hiv corona virus know must watch ishwar tv daily pm get free sacred book gyan ganga ","Benefits_Of_Satsang","0.3","positive"
"serious note grace health healing miracles success amp prosperity r gods gifts u m certain s started ll stop till completes corona pandemic n t strong enough stop god n t give god cause wo n t give u ","","0.18898809523809526","positive"
"case sant shri asaram bapu ji fake one proofs found corona outbreak made social distancing mandatory could bapuji kept behind bars situation ","","-0.5","negative"
"donation fight corona indian actors cr cr cr cr lakhs lakhs lakhs lakhs huge respect","Prabhas","0","neutral"
"stan dis mama","","0","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"dear select tv anchors please watch keep mind set stir poison society debates ","","0.5","positive"
"listen","covid19 WhenCoronaVirusIsOver Covid_19 COVID19Ghana","0","neutral"
"even proven culprits actors politicians big businessmen pastors granted bail parole sant shri asharamji bapu even single evidence found critical period corona menace ","","0","neutral"
"ways corona spread strange single person got infected kanika kapoor people coming contact late mr ragi tested corona positive ","","-0.007142857142857145","neutral"
"quarantine day lykeeee ","","0","neutral"
"chloroquine approved us treatment corona virus self conducting test device lunched within week ","","0","neutral"
"prior corona even militarized mitigate murders ","","0","neutral"
"everyone need bit hope grandad arriving back home beating corona virus done like true trooper nice back","","0","neutral"
"yes sir sant shri asharamji bapu self realized saint need keep mind lots solution let s take benefit hindu saint make world corona covid free world ","ReleaseAsharamjiBapuOnParole","0","neutral"
" corona non jews goyims laugh s nauseating ","COVID","0.15","positive"
" pallikkutam coronatoons day gouri parvathy f blue mount public school thiruvananthapuram india","corona coronavirus Covid19 Pallikkutam cartoons covidoutbreak","0","neutral"
"sirji andhra bank hyderabad forcefully sealed house inspite requesting make payment within month declined corona virus house old diabetic parents plz help would repay soon vikram jain","","0.1","neutral"
"overall management covid centre state govts stand totally expose deaths caused messy lockdown exceeds deaths caused corona virus seem heading direction ","","-0.06666666666666667","neutral"
"please naaaa corona dodge","","0","neutral"
"excerpt covid prevention advisory presented yesterday hon vincent ssempijja minister agriculture animal industry fisheries government works avert spread corona virus ","","0","neutral"
" s good time start questioning headlines ","","0.9099999999999999","positive"
"right sir sant shri asharamji bapu worked welfare society years age years need early release account pandemic corona virus spread india ","","0.39285714285714285","positive"
" breaking south korea reports cases new coronavirus total death toll rises number cured people rises ","","-0.02840909090909091","neutral"
"delhi govt streamlines medical facilities medical teams quarantine facilities hospitals run shifts shift pm shift pm shift days followed days break docs nurses provided accommodation","Corona","0","neutral"
"brexit half voted want respect touch may go pear shaped true get out clause huge global recession caused c dwarf brexit effect it due corona brexit amp people buy","","0.15972222222222224","positive"
"corona virus claimed many lives god kept u n ur family alive tell god something","","0.3","positive"
"_ikeazor corona exposed nigeria","","0","neutral"
" holyshit m tired corona take life walls upload vienneta de fak need survive shit ","","-0.30000000000000004","negative"
"australia fast tracked bcg vaccination trial covid germany going try boosted bcg variant urease c gene replaced listeriolysin gene listeria monocytogenes cc","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
" ashok kapoor agra shares overcame covid menace via namo app","MannKiBaat","0","neutral"
"facts overlooked sant shri asharamji bapu case call details girl speaking someone time said incident fir register torn fax yog vedant sewa samiti demanding ransom amount amidst corona fear want","","0","neutral"
"dear ji amp ji corona situation control let s create massive small scale industries amp bihar reduce india s dependence china amp reduce states dependence states owe bottom pyramid workforce ","","-0.125","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"china fighting corona re winning fight ignorance different ideologies religious differences bigotry n difficult nigeria win war government must game","","0.16666666666666666","positive"
"due corona virus attack india sant shri asharamji bapu yrs old corona infection highest among aged people yrs ","ReleaseAsharamjiBapuOnParole","-0.125","neutral"
" cant titans remain undefeated let take minute stan teammates continue stanning queen oh lord","","0","neutral"
" rampur guy calls corona helpline asks samosas repeatedly despite warnings doesnt stop arre samosa bhejo bhai rampur dm gets samosas delivered guy also orders clean drain punishment cc ","","0","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"result","LockdownWithoutPlan","0","neutral"
"country trust china mean real dumb order stuff china china declared war world joke ","","-0.5078125","negative"
"_afr come collect corona","","0","neutral"
"unbelievable chemical sprayed poor people bareilly procedure medical guideline ritual bath videographed cops ","","-0.325","negative"
"launching infotagion free use online independent fact checking service coronavirus asking people screenshot appears channels doesnt look right send us ","","0.2","positive"
" helpline nos email ids queries related corona virus health helpline state control room helpline district helpline ","IndiaFightsCorona CoronaVirus HelpDesk","0","neutral"
"done people flew india affected areas ok poor treat like inhuman ","COVID","0.5","positive"
" also say severe risk corona virus government say dr rosena please kind enough call government change self isolation advice years ","","0","neutral"
"bet anti vaxxers real quiet corona vaccine comes","","0","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"rebel star contributes lakhs ccc fund setup telugu film industry take care daily wage workers crisis total contribution fight aganist sums crores","Prabhas CoronaCrisisCharity","0","neutral"
"food shelter job happy yoga practicing amid lockdown pm modi shares fitness routine via","","0.8","positive"
"prizes guessing n t done airports disinfect brought india","Covid_19","0","neutral"
"today biggest fear earth corona virus due economy health system whole countries collapsed highest affected people old aged people bcoz years old","","-0.125","neutral"
" ashok kapoor agra shares overcame covid menace via namo app","MannKiBaat","0","neutral"
"prisoners human beings afraid corona government s responsibility year old sant shri asharamji bapu trapped false case given parole corona crisis need hour","","0.15","positive"
"low iq media resorting sensationalism create panic chemical solution disinfectant spray measure used widely across world prevent reduce imported cases hope takes action journalist ","","0","neutral"
"yrs old saint devoted entire life service hinduism awarded life sentence even denied bail yrs considering age services view corona outbreak ","","0.05","neutral"
"video massively viral social media shared false claim people italy iran hiding patna mosque avoid getting tested coronavirus ","","-0.12222222222222225","neutral"
"corona virus teaching us comfortably survive without religion politics ","","0.4","positive"
"took days corona lower everyones standards time coming ","","0","neutral"
"yet another police force over extending supermarkets asked one adult per household goes shopping thats perfectly reasonable not legislation governments official advice police giving another imaginary power ","","0.05","neutral"
"migrant labourers bareilly humiliations long stretch walks reached town welcomed adminstration making sit cleanse viruses chemical solutions like cattle someone shouting background go corona go ","","-0.05","neutral"
"due corona officially three days week yesterday today tomorrow","","-0.125","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"young rebel star contributes lakhs total contribution cr fight aganist information visit","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"ps people going house house abuja pretending ncdc officials asking conduct corona virus test dont let theyre dangerous people rt","","0","neutral"
"im loyal ass person wants get married love life happens live miles away corona virus shit needs fuck asap get married august thx ","","0.13371212121212117","neutral"
"nigerian identified bassey offiong died coronavirus united states saturday march year old student western michigan university detroit ","","0","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"corona song woliagba crew ","COVID19","0","neutral"
"special service house hold members insist heading world fights corona ","keepingitlite","0.44642857142857145","positive"
"handling state better epidemics rt likes yogi adityanath udhdhav","Corona","0.5","positive"
"bye bye corona sincerely pm","","0.5","positive"
" kill coronavirus infection may may disinfect skin washing hands soap demeaning humans public health devoid ethics ","","0","neutral"
"heads information corona virus others ","","0","neutral"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","","-0.30000000000000004","negative"
"corona seriously exposed hypocrisy church typical pastors funny staged fake healing sessions miracles gone mute afraid seem confused supposed god mind virus ","","-0.1875","negative"
"strongly appreciate indian population idea population increase corona virus due stay home time say stay home stay use condom stay healthy ","","0.26944444444444443","positive"
"crore families means approx crore people s population india ","","0.5","positive"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"contemplating ways dealing corona pm demanded loyalty performance one performance historical evening ","","0","neutral"
"covid coronavirus destroys human lungs","science corona coronavirus coronaoutbreak panademic virus","0","neutral"
" like flu chinese corona virus mutating least strains coronavirus spreading across globe via","","-0.15","neutral"
"compare thermal screening indian airports dignity reserved rich ","","0.375","positive"
"future nation ensuring nations future excellent gesture sahil proud ","IndiaFightsCorona","0.45","positive"
"public notice ahmedabad customs waiver charges amp request made online wake corona outbreak","","0","neutral"
"prizes guessing n t done airports disinfect brought india","Covid_19","0","neutral"
" re ogun state dealing emotional issues stress due corona virus pandemic want speak someone kindly fill form certified counselor touch ","","-0.0625","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"whyd put lemon top lime drinks corona lemon","","0.5","positive"
" rampur guy calls corona helpline asks samosas repeatedly despite warnings doesnt stop arre samosa bhejo bhai rampur dm gets samosas delivered guy also orders clean drain punishment cc ","","0","neutral"
"corona mess im acting hot ass mess ","","-0.024999999999999994","neutral"
"surya heat corona virus ca n t sustain heat useful people country whole world get solution historical achievement thanks lot best regards vishal m patel","","0.33999999999999997","positive"
"dear ji amp ji corona situation control let s create massive small scale industries amp bihar reduce india s dependence china amp reduce states dependence states owe bottom pyramid workforce ","","-0.125","neutral"
"classrooms temporary home saurabh sonakshi saurabh aloo sabzi lunch sarvodaya vidyalaya gazipur stories hoping india wins battle corona amp go back schools soon ","","0","neutral"
" what left virus kill morally corrupt nation ","Covid_19 CoronaUpdates","-0.25","negative"
"saint rampal ji maharaj save whole world terrible disease like corona philosophy fore information watch sadhana t v pm ","SantRampalJi_CanEndCorona","-0.26666666666666666","negative"
"china exporting faulty thermometers amp masks wasnt enough man rubbing new masks feet pass possibility infection target countries still sure dont want call ","","0.06818181818181818","neutral"
"man im mfn sick cuz real niggas birthdays april","","-0.2571428571428571","negative"
"comes across cm full control situation insists kerala corona control claims testing state watch ","","0.35","positive"
"post corona glow gon na something serious","","-0.3333333333333333","negative"
"idk complain others vector re driving around coronavirus car","","0","neutral"
"handling state better epidemics rt likes yogi adityanath udhdhav","Corona","0.5","positive"
"u r idiotic person ever seen comparing corona mosquito corona small thing u plz go italy along ur well wishers n observe hell corona done ppl like u never leaveany moment blame pm","","-0.10416666666666666","neutral"
" the tories decided broadband counts need to have public utility free need ","","0.2","positive"
"fuck corona","","-0.4","negative"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"patanjali lot nation n corona pandemic patanjali always took stand helping nation n t ask much money unilever nestle donated answer none ","परोपकारी_योगी_स्वामी_रामदेव","0.2","positive"
"china exporting faulty thermometers amp masks wasnt enough man rubbing new masks feet pass possibility infection target countries still sure dont want call ","","0.06818181818181818","neutral"
"corona took ur jobs yall worried mexicans","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"small baby requesting pm remove corona","indiatv","-0.25","negative"
" social distancing advice re hearing right n t simple behind bars crowding issues ventilation issues security issues especially senior citizens higher risk getting infected ","","-0.02023809523809525","neutral"
"donate need help due corona virus get nudes exchange","","-0.125","neutral"
"tourism recover global economy recession biggest tourism market hit hard corona virus ","","-0.14583333333333334","neutral"
"people scared corona like yall havent smoking bitches past year","","-0.25","negative"
"corona pandemic complex issue take couple aspects make various cases sophistry president said tonight done nothing death toll would million hope keep via good mitigation ","","0.09999999999999999","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
" ashok kapoor agra shares overcame covid menace via namo app","MannKiBaat","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"list select health committee heard home hiding chairlady deputy owns multimillion private hospital ","","0","neutral"
"shekhar gupta s theprint claims govt may extend lockdown prasar bharati terms fake news","","-0.5","negative"
"imprisoned years despite innocent tv personalities like imam bukhari salman khan tarun tejpal many got bail year old hindu saint released even danger corona high elderly people ","ReleaseAsharamjiBapuOnParole","0.5","positive"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"schindler s list yaad aa gayi","","0","neutral"
"smile great idea sister since customers right forward request ","","0.48690476190476195","positive"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","","-0.30000000000000004","negative"
